GrLivArea,BedroomAbvGr,TotalBathrooms,SalePrice
1571.9514068918274,3.000046628199223,2.500616433488855,186700
1800.8771656075858,2.999647653035252,2.4996158870648775,239900
863.8971279633638,1.9996327589253793,1.0000507991326912,127500
1630.0315128987133,2.9999711180075392,2.0000730601986043,213000
864.1211390335196,2.999884547435416,1.0000463972282922,128500
1788.1584969376265,4.998853011829984,2.000295229222144,161500
1296.140432603136,1.9999277228465637,2.999864969659893,220000
1717.9254198711626,2.999836866170033,2.500021828743502,185000
1422.0777395463406,2.999932456041795,2.0000395157844104,175500
936.085398263867,1.9996804576160454,0.9999483743984063,93000
1826.1701423153868,3.9995739545347697,2.4999236938239116,155000
951.9942384462764,1.99978966102238,1.999683748485816,139000
1863.006727325664,4.000203103068125,2.5000134971046113,219210
1235.007962590229,1.9996049066867292,0.9999060664606181,98600
2331.966398782006,2.999503070140449,3.5004397527198208,426000
1733.8805851846894,2.999981202913139,1.499915452645886,159000
1175.9516744960192,1.9998581747230195,1.0000854460626796,134900
1211.9529529695928,3.0000511248667125,2.00003211479621,151000
1484.0004520293908,2.999780173911093,1.9998596656179952,128000
1517.075778243639,3.0006866046206393,0.9998956027160002,230000
1749.963431914717,3.999797156842347,2.9996486874437474,160000
1234.837355986599,1.999985029322813,1.0000418206612756,98600
1055.9892482576417,1.9998846979198546,1.999481791541571,107000
1872.0724399039457,3.000410297199441,2.4997516359434857,241500
858.0497124547211,1.9998011787533916,0.9999969061002845,110000
1390.9985928767146,2.0004436842848228,1.9998626168488416,196000
1040.9522996603407,2.9998670153246425,1.9998230394571945,124500
847.8047312952866,0.9999555054239875,1.9998250359239849,140000
2375.4591336543585,4.000116579969284,3.4997442613126686,325300
1195.9275683814474,2.000365201942709,2.000135585174268,139000
2793.8636775525642,4.000862923285307,3.4997879997769488,403000
1195.8865328699787,1.9995676309076496,2.0000732914332597,109900
1039.9732767330033,2.9999909653598698,2.5000648045045857,127000
3081.8874078978856,5.000092340152932,3.4995285057986645,197000
1660.8386149082035,3.0002040796137885,3.5004052351947084,212000
1600.8276265843826,2.999466410750037,3.000376559545336,272000
2080.039190529726,3.000298814305742,1.4998864807367145,234000
1720.9636290596766,2.9999647797422537,2.9999918524699787,201000
1714.0984364667597,3.000436685607024,2.5004498178937546,196500
1869.441763090623,2.0000842719136096,2.0000459908895682,318061
1483.8652079637648,2.9994786810734846,1.9996104232973357,175000
1733.9113144736675,3.9996958399702667,2.0000421140067917,126000
1078.0552474517294,2.0000614813395616,2.0001631474425077,142125
1123.0341533689661,3.000079769543944,1.0000837562703357,100000
1934.8425596236025,2.99961193240825,2.5000585343867785,197900
1310.1473486224418,1.9998401211847676,2.000058904948491,112000
3278.4368331487753,4.000159875180701,4.499706889397793,538000
1313.9982412615032,2.000107283346479,2.9998727402933913,207500
863.9187711337927,2.0004600820170895,1.0001075433063105,141000
1136.9023500315152,2.0000487928642556,3.0003005856803378,176000
874.0179193324492,2.999958463204805,1.999755140352742,130000
1348.0726750075091,3.0001024887658105,1.4998716732963033,155000
1267.921276826195,2.999611939276922,1.0001077953895106,133000
804.057874918186,2.0002893007871894,1.9998970716901563,119000
1619.8201438113854,2.000327788165469,3.0007875259018864,315500
893.9298300908105,3.0001944841301533,1.9999758103702785,128200
838.0351568187995,2.0001268482286116,2.000095057117864,130000
1199.901937744007,0.9997905879372336,2.5001472642368516,146000
2520.0853575667234,4.000157564789294,2.4997812436480857,290000
935.8571985689563,2.0002525168206855,0.9999448141854107,93000
1266.3238680295656,2.9998386930907714,2.000060688950185,176000
1148.2136790305628,2.000377322929218,1.5002446393771895,123500
848.0811061415399,0.9999693646539228,2.000013118769137,140000
1223.8998524566691,1.9999993251085177,2.499957453844369,173733
2284.896437390729,4.0000326252139935,2.5003266393654413,248000
1728.062405816316,2.999826275907456,2.4998404140349644,190000
1251.835816134819,3.0004540349229725,1.0000630811684554,119000
1191.8918705395263,4.000422662113509,1.5000683534503,135000
1485.8392589580383,2.9998951163439664,2.000052332594539,167000
1285.1092370776273,2.00017514317248,2.000071233375445,127000
918.0044683501584,2.000143598061983,2.000335109478709,99500
903.8286047783458,3.0000510895086485,1.0001032963947152,109900
2096.9591199897923,2.9995799384869892,3.4990178240116756,274300
479.9438439918859,0.9997127737786718,0.9999972485094949,35311
1518.2690277923746,0.9999725771642946,1.4998501030863525,274000
1733.9826332831383,3.9999185304999294,1.9998244034826487,126000
2075.8283396385013,1.9997861498812095,3.4993222184429222,465000
1283.907831477231,1.9999031278111454,1.5001579586149523,110000
1456.2960492514767,3.0003213373721356,2.499817960805983,148500
1200.0296492853367,1.0000087331057916,2.5001756016422876,146000
630.0060952433824,1.000048735980319,2.0001110758695266,92000
1734.1377254954464,2.999623713173049,3.00008806737965,260000
1663.7742647877108,3.000023998014168,2.500086976529081,172400
1907.8598399271468,3.999675899025194,3.5000701992190306,210000
816.0937288077134,2.0002024135729406,1.9995431704285036,138000
988.037492827248,2.000362300962519,0.9999917352214962,113000
1538.8724142960646,3.000130967941247,2.000180786968217,157500
959.9881748913782,3.0003357788834326,1.9998314760157219,94750
1352.1356125370662,1.9999634207117791,2.00027497528383,208900
1439.909498179599,3.000180743162832,0.9999290966288336,79000
1796.908274641379,3.000238631475801,2.5002022382247597,213500
904.0323292330429,0.9999162680920669,1.4999253752012391,61000
1213.9164156741376,3.000095241580419,0.9999968081505357,105000
930.170059206015,2.000403793222224,0.9999731531729709,84900
1610.8877230070675,3.9999278080345637,2.5007982768919614,167900
911.9267332217993,1.9995740046248833,0.9999186645352212,114500
1455.9701111920772,2.9994507694654815,2.500050162950989,179540
969.921312318256,2.0001868619491843,2.000209930835572,132500
1743.7592332405889,2.999634265616604,2.500029430304345,194500
1643.79798521119,3.000063823451538,1.4997651492190458,146500
1314.1705250050632,1.9999330449335786,2.9998789054610273,207500
1504.2039541532797,1.9998410878945183,1.999889861685694,191000
1576.1488200476078,2.999779258825487,2.5000509180212234,197000
767.0260870280813,0.9999457531933293,1.999788456870386,133000
1179.9951601803216,1.9997875212943705,1.0000428307097207,137500
1005.0391836253569,1.9998455260431371,0.9999497896995901,115000
1220.0681602978561,1.9998389256345899,3.000178932701868,194000
764.012870418587,2.0002635195071217,0.9998993457434721,73000
1144.1304021073931,3.0000830127131715,2.5001830351408714,124000
1343.9877468703316,3.999103980040592,0.9999501637607807,98000
1164.1155489459295,2.999862888499241,1.999939623098962,125000
1688.9596443684502,2.9998899526764555,1.9999216483701912,248328
1439.8671729334321,4.000178943720877,3.999514429047739,150000
2120.677936978985,3.000373155879776,2.4999742441996506,415298
1466.1796044022415,2.999904728040353,1.9998649077110289,201000
1374.944715822629,2.0001048529355288,0.9999490804759514,140000
2727.21203276937,3.0002603540829096,2.499905478474754,315000
1385.1424725415814,3.999473300461271,2.000144722117446,166000
1416.09451244668,4.000112883057156,1.5001119840143522,153900
981.065979480088,3.0005699645804684,2.4999668415634044,143250
2093.795933563602,3.9997710811788862,2.4996697483760335,263000
1164.0294418451804,2.9999809661808166,1.4999718698819917,140000
1981.813183539416,2.9998783125026365,2.4999831521910703,228500
1120.0794586035195,2.9998693540888293,1.0000513105798177,147000
629.9836485593122,1.0000843414309395,2.000099042590625,92000
1767.1570267085524,1.999894648913469,3.000197814175856,239000
1811.929970418834,3.999847849578312,1.9999435962138474,169500
1440.9677985519402,2.9998952049611645,2.499995145098528,148500
1525.9537347651394,2.0001490808394693,0.999911408400404,85000
1324.0567086362314,3.0002697407141063,2.0001804938445003,160000
932.0199868177261,2.000111831857781,1.000225288688222,124000
996.0069771954461,2.000232375660522,1.999814529373162,147000
1490.0355169784275,3.0000795466581898,3.5002246756872366,184000
868.9026352708537,1.999978012456926,0.9999013361015361,85500
1619.9240895650305,3.0004836834773965,3.0003944743360753,150000
1321.8658938244384,3.0002348610730745,2.9997103506042513,147000
1440.004343266445,2.9997312003579557,1.9998138237611613,182900
958.0041771143625,2.0003390102080862,0.9999377350638265,151500
1692.032927581426,2.9998164692727283,2.499990740800738,224500
1463.6337360610928,2.9995400176188873,3.0006889329230417,282922
1733.9121537381384,2.999548583887791,3.000228016789107,260000
1716.1988870160244,2.0000242235996675,2.499878758240625,191000
1908.1479549958217,3.9994197152329027,2.4999208116676503,202900
832.0313955784699,1.9999639020422137,0.9999220848348072,105500
1716.9666332736513,3.000039641016401,2.0002661234071017,255500
1339.9975132272273,3.000322843893792,0.9999600888147797,120000
1709.8883546519176,3.0004441704166624,3.4997517273992225,208500
2775.0741276456556,3.000152617506969,3.4994465832542887,325000
1795.1606593773768,2.0001375726654373,2.0000839331045195,147000
1362.0197309759264,2.999815568140453,2.49982292788435,163000
1576.0540276695947,3.0001763789228204,2.500271398419102,197000
998.9789080891411,2.9997038461418546,1.9999737486065816,132500
1593.0122425049553,3.0003403441560255,3.4997156582503535,193000
1337.177845478639,3.000398090559317,3.000069708083305,185000
1484.1355774671001,3.0002124643269767,2.500058304032816,174000
1157.965114643749,2.9999047963221814,1.0001331478807398,120000
1184.0901975673255,4.99942813689634,1.0000108559705776,81000
1302.041265928735,3.0005702806838985,2.499791011480105,106000
1163.9880251120678,2.999947608644457,1.9997029955683439,125000
958.0928739998104,2.0000854388723743,1.9998707545380312,143750
2153.3822244351786,3.000024318861208,3.4997182532686746,313000
1526.21249020479,3.9998999813941603,1.000028869362928,144500
1775.046207126382,2.999892293230843,3.5000812449791505,213000
1323.7569589294092,3.0003513737367964,1.0001585646492885,128000
2046.1594993523934,2.999619931658543,2.5000110648465177,372500
1693.8366299192687,2.9998709530093226,3.0000148735561454,307000
2006.9676182167216,2.9998313495920264,3.4999267723441894,310000
753.9347403058679,2.0000416710591917,2.0000214320455565,84500
912.1091382025701,1.9998123645249144,2.0000283722110415,147000
2339.8891215927856,3.999994219091649,2.000109256849601,266500
1343.0008625108355,2.999469810794067,1.4997823540106339,154900
2573.9333858934697,3.0004795941511513,2.5001402298619855,276000
1585.9531368215605,2.999578873006484,1.999709366970749,181000
2184.0523235164155,3.0002711768252213,3.4994611167182543,335000
1091.8376985483294,3.000789877331079,1.499729159179064,88000
1574.1004292433668,3.0001502533424835,3.4993696297930463,190000
1724.9063887695459,2.999741981743463,2.500139210294638,197000
1907.7593144177386,3.9996539843094605,2.500015278902342,202900
1363.0673256401528,2.999678177092278,1.000023924686411,125500
1826.0592354348485,3.9998568355638477,2.500157764129505,155000
959.9372083190578,3.0000875585286,1.000089946497115,112000
1301.2236224488017,1.999942578661494,1.0000084782864644,100000
1871.984153044166,2.9995426436140145,3.5000843237490513,261500
1710.2846192834252,3.00046857192743,1.9998810788332322,140000
1871.607273973387,3.000092415161851,2.4999020878581444,241500
970.0156517186904,1.9999210404874153,1.9998952911237426,132500
1592.99404905519,3.0001131301181707,2.4999926842965787,178000
1358.0346661260107,2.0002091793430994,2.999565583088388,224000
2554.7846792682512,2.999455538086688,2.0003872778605136,191000
1478.9671918190522,3.0002023203724484,2.500134097843071,130500
1337.041037571474,2.0004220708735643,2.999649436705603,153500
1219.9869885424448,2.000278085494881,0.9998976772233856,102000
2155.828721742872,3.000178067016684,1.999411922273067,262500
1734.1535385834734,3.000236740207544,1.5000118500125417,159000
1472.1589088209835,2.9997085029796375,2.999586114550563,187500
1709.2075186832635,2.9997396000001384,2.00028938670764,130000
1699.023945516662,2.9998393159984724,3.000256985131388,95000
1047.9870332703592,2.9998930585087895,0.9999386203123157,98300
864.0163544740619,3.0002401228575684,1.0000754291329814,115000
1466.0264734980888,3.0000435716150347,1.4999071145302532,149900
1659.0519464138551,1.9998080344006173,3.000292515328591,278000
1823.8768474826447,3.999942192531714,2.9997622740237,139000
1655.9490015706917,3.000517535199678,2.5001680151297734,135000
1150.0034719405292,3.000182582232707,1.999907346208868,141000
1927.957691233115,3.999810616762547,2.5001570767313677,219500
2116.659679576713,3.9996949100885737,2.4998077144125532,237500
1669.843036182115,2.9997633177693723,1.9999058342046971,240000
1302.0077537964744,2.9998974336791484,2.000034424274467,176485
1118.134453732257,2.0002962477097177,0.9999521422555379,116000
1317.0010488960247,3.000301112857143,1.0002187488829375,40000
1485.808251837597,2.999668394004734,2.0001564365215914,167000
1055.9190062139696,2.999689769643163,2.0001047542219665,145000
881.8466924823399,2.0000784831934357,0.9999491036374293,97000
844.8450826715992,2.999991574840322,1.000033523868707,84000
1323.8745520413295,2.999802926819851,0.9998461630001032,128000
2392.1340253007643,2.9998153113976507,3.5002428574557434,348000
2062.329111641467,2.9997424650178877,3.500393955719864,277000
1410.810097612698,2.9997542226420837,1.9999047558252911,82500
1032.0902369634496,2.999436131811597,2.499702731783549,148000
848.022502727229,0.9999417241342389,1.9995122365683446,141000
1553.9791330181963,1.9998315199034926,2.000082095168779,209500
1960.0375353600034,4.000027348251724,3.4996306145440177,216500
827.08753667175,2.000448226913804,0.9999589718564029,107500
1629.977270257064,2.9998649432205444,3.0000001583876568,295493
987.0593391061193,1.9997117035876781,1.4999685821151527,83000
2519.871948670193,3.999940887872473,2.499886687897744,290000
894.1298505975817,2.000324320019953,0.9999378372825964,123000
1838.931848402807,4.0008415224368505,1.499959047035891,155000
864.0315468355953,2.0001345772432635,1.9999671167119077,67000
1632.022570346173,2.9998980256482692,3.0007401611132436,139000
1919.8094672089937,4.000045387614686,1.9999378491056439,137000
1452.0059414642674,1.9997995625088436,2.000148164869084,113000
1335.9314346675194,3.000087519113176,1.4999725232596641,108000
1119.9037821504553,3.000358600835401,2.499936275038783,129000
1838.081536238989,2.0001076123440362,2.999987495759283,315000
1752.2473607661104,3.999779635526978,1.999660764186461,164000
1039.9658323695198,3.000131542721643,2.0000039233315388,124000
1650.9607565349138,3.0000576704292587,3.000294256034741,184000
1795.8666955781737,2.999628267877304,3.4994863661569866,211000
971.0959997763447,2.9995945662705323,1.5001005329845916,128500
2521.1706632262485,4.999199548010762,3.4997100260413267,151400
864.0269628132495,3.000044979501019,0.9999380065812595,127000
1564.3765138541269,2.9997914869019553,1.4999938245784632,174500
1530.0031956327093,3.0000692102717155,2.9996219505704484,259000
1845.886219684076,3.0001016443802433,1.9998011639815196,143000
2449.7214003617687,2.99971817826486,3.500007483773887,340000
1252.0472915033226,2.0003161081373135,3.49964471703286,160000
1304.1621111202128,2.9997303560435897,1.4998941861527881,115000
2090.013023969895,2.9996732759651556,2.999953253557701,207500
1869.1935505164568,1.9998428640806776,1.0000455618619524,124900
1755.9740363108274,3.0001963962488722,3.5000646284715664,204000
1689.3694940638115,2.9994316580793488,0.9999436299824942,127500
1575.9869139040895,2.9999827176108855,2.500280809831206,197000
1455.9375020124046,3.000176565980931,2.4996004689120292,172785
1632.0754265791045,2.9997850080389843,3.000047116374423,139000
1709.0914556713194,2.0001518775878617,3.0004083630345963,328900
2109.7900550225327,3.0003149952877712,3.4998887767884823,205000
2642.7458786239,3.000249255697284,2.5003481180407356,380000
1217.1430319542221,3.0000918043194056,3.000316399893613,173000
1343.8319452005544,2.000120903065271,4.00035293322493,206300
1241.943850380662,2.9998177420972962,1.5001141154462938,175500
1342.9973476967382,2.9998540260327977,1.499880574394296,154900
1659.0562390523928,1.9999985599908419,3.0001845090581316,278000
1903.8763593735036,3.000396391209682,3.50049686105158,275000
1761.894205367717,3.9992533840194557,2.500251878422459,157000
1631.6996583012865,3.0004830514588137,2.999758808280358,139000
1902.1419059603365,4.000085561547281,1.9999621172658038,112000
2031.341928293902,2.9998418635843755,2.4995166397233035,222500
860.1452362765447,1.9998389781520227,2.0001915764456353,137000
1391.1222934235295,1.9999695600039284,1.9999368082547109,196000
1135.1252053351388,2.9999617352638865,2.0003022309860494,155000
847.879693516016,1.0000213645881513,1.9998279973276842,136500
1429.8527079156515,2.9998901305382044,2.5001109700575546,180000
1651.5697838708852,2.0000397896293594,3.00013102156552,251000
1224.0494856780074,2.000179887008151,3.0002233752081597,153337
1346.8717415147323,3.0001267965196505,2.0000218941208097,107500
1489.156721559367,3.000110545081001,1.9999640979074518,185750
1097.038140110244,2.999853831430766,1.9998648583841676,152000
988.0033742588478,2.999780545978831,1.9997953608977364,128500
872.0867624015187,2.999951242161561,1.0001106990412978,123000
1055.904193339062,3.0001998937502727,2.0000925182585707,142000
1790.152816716334,3.000070897770818,3.4998002650279854,193000
1442.1058742671378,2.9998924172041628,1.9998351882316923,180500
1047.9373809315964,3.0004267109585094,2.0003477799327594,135000
1971.1929329218092,2.999750866678033,2.5001306285263163,253000
1713.7003273841374,3.000039928120541,2.49991880663168,196500
1484.3413787133745,2.999523460637875,2.0001585869706986,128000
1993.0342827288139,3.999576274951553,2.5001782652952316,190000
996.0956297952454,3.0001820169177407,1.999963360676256,108000
1963.930315836424,3.9998486818902954,2.499895555050642,205000
848.079901795247,0.9999464040854591,2.0001080048463233,149300
1432.0919079839307,1.9997772293800797,2.500184343283815,194000
1517.1731098353732,2.9999983211943513,2.0001337483311183,115000
1548.1999092692638,2.9989839558715534,3.5002779490210267,155000
1267.9720717165303,1.9999879422017217,1.0000454795169642,132000
1232.1096952057455,2.0001150410032214,3.000150199716414,194500
1621.008068314692,2.99946649470982,2.999803516211759,202500
1979.9528871776254,3.0000807072204414,3.0000730911141082,315000
1350.1872123389278,3.0001261635327685,1.9999394088924032,165000
815.9609268635897,1.9998274448471913,2.000138695782383,129900
1592.937552386461,2.9997653928404677,2.500000690458971,178000
1507.1675149036298,4.000773882399374,2.000013949369768,127000
1481.9051868970328,2.999631937339646,1.4999348032365314,143000
1763.7314558395512,3.000333806512497,3.4997797578122074,231500
1125.1725443673656,1.999854290995536,1.4998082912281323,155000
955.1731743474144,2.999802770352734,1.9999135524321672,127000
1445.9763838112667,3.000049423136239,2.9999878444949895,175000
2021.2258263006938,3.000434549768968,2.499910057838553,274725
2530.6643773306528,3.9999890840241443,2.4999331859713942,290000
1278.970531748653,2.9997227300567193,2.500222549602781,171500
1196.123815820433,2.0000192521552806,1.9997112220845072,139000
1472.0574954229926,3.000736171003783,2.500185687490447,160000
2028.2767811986157,1.9998365196377823,3.000130702473272,369900
1786.97915823108,2.999783073681109,1.999919788229975,275000
1394.2607704746413,3.0006137451864263,2.5001927597299884,159000
1229.146240110721,3.000304102722163,0.9998425020530567,135000
1225.113442641282,3.0006465998244574,2.499755609468632,128950
1861.1026297348221,3.00010217676492,3.500136743572325,200000
1028.8635060179968,2.999848973684002,1.9999716780379688,118500
1090.0677128216164,1.999967424084508,2.5001753310342623,157000
952.0063766681044,2.0001515810792223,1.0001459107157302,121000
1977.829023446173,3.999943628834289,2.500079135081652,176000
1394.0264387262625,2.9998689707288286,2.499598355724815,159000
1718.0453297222446,2.9995426753985637,2.500304875892178,185000
1057.1095265336564,3.000088267238704,1.9999531184399368,109000
1255.9122552326492,2.999738844868246,2.500426253536802,147500
692.9791543304634,2.000319121964602,1.0001634195266578,52500
816.0626834524602,2.999900048500551,1.4999798930125114,130500
2645.363016722832,3.9994398321758675,3.500072371172942,260000
1949.1693985169495,3.00026618725118,3.4997328498635376,236000
630.0023900836331,0.999862395773621,1.9999320796731024,86000
1643.8707838962348,2.999585686619054,2.000060763719121,167000
1535.110759844537,2.9998738814632917,2.0002725234053225,214000
1922.2027069164394,4.0001744327820505,3.0009781473242074,198500
1572.991679458348,2.9998562846827914,2.499556623916513,177500
1283.05088762959,2.9996058415626066,1.9998396425694582,140000
1223.702544483636,1.99990137543552,2.500360908000867,164500
987.9309152641322,0.9999507641926006,2.0001085408795953,180000
1727.8204850283248,4.000323557168042,4.000218585505659,188000
1455.984839523145,3.0002339266488867,3.4994319753467096,189000
1158.040927294339,3.000314690982777,2.499883299220327,158000
1992.901795014131,4.00022776570676,2.5001403505124618,190000
2614.1585202827787,4.000034357202518,2.499445174906813,240000
979.9276235283008,2.9996723862601646,1.9999050604460726,135500
1196.1235609744417,2.0000835347396966,2.000169399417538,139000
1039.9469747120725,2.9993777772120707,1.9999574383477037,124000
1343.9949769532432,4.000189452830725,0.9999073618870018,98000
1715.8683797923836,2.0002955363755874,2.499309734508461,191000
1523.9364945237244,1.1210494682451709e-05,2.5004361597933147,260000
2447.4953875283854,4.000220394663028,3.500550284758282,402000
898.9478205254351,2.999787126043575,0.9998741495089325,130000
1505.853473763235,2.000041889386459,1.9998661227894459,213490
1927.8032660000931,3.999673856043891,1.9998201777803146,137000
1125.1149056207357,2.000417688554574,1.4997621025031642,155000
1113.7905764234956,2.9997459263015047,2.5004299615527756,159000
691.0000307836484,1.9997405662756231,1.0001015228091665,86000
2235.946060733576,3.999983119442275,2.5004828597877817,222000
871.9219258006899,2.999877569748252,0.999900418460521,123000
1494.0972797545285,3.000224726953276,3.0003326365147425,215000
692.8139441883347,2.000051914712296,0.9999954299768903,52500
2619.7995721094258,3.999894977506573,3.0001092201085706,190000
1496.0419832061118,3.0005275861452585,2.000074421094521,225000
1786.0695038323463,2.999896382053599,3.9998900404968456,228950
1349.967746766332,3.000429046690968,2.5000834319658907,168500
1207.9640485957764,1.99993481773746,2.9999968545069433,195400
2060.254912255745,2.999862809503474,3.4999850118165408,214000
334.0019379593426,0.9998661840931377,0.9999912801351237,39300
1716.0265308065057,6.000708027221287,2.9999890212412312,135900
1629.0579886734931,2.9999115662147102,3.000403853479088,284000
1497.718892404635,2.000123942289193,1.9998729275222349,204900
1151.8629504008727,1.9999626456171609,1.9998764781636398,82000
1165.1502147345896,3.000290401942482,2.499947761461194,174900
1478.3118780390323,2.9997710626835197,3.000074678728595,157500
2418.0251324100973,2.999826284235616,3.500502402525044,341000
1583.6500387056376,4.000300452339122,2.0001248142830237,124000
693.0463374353092,1.9998163982475556,1.0001578037507053,52500
1534.8309749657953,4.000118630218056,2.0000926369590535,118858
1288.082337916476,0.9998533792169104,2.500367255849385,245500
629.9774495386217,1.0001864625056822,2.000221985919176,86000
1970.8524351322833,2.9994899370772448,2.4997987356519142,253000
1054.1586708042935,2.9996731100887972,1.9998430476183744,137500
980.0923717177566,4.000344182419369,3.0006232139986775,127500
1779.2528462426671,3.000346765525258,2.499894765278577,197900
1501.987733011166,3.0001630138706834,1.5002446001665857,149000
864.2090700057321,3.000051551801938,1.0000553251219986,127000
1811.2349630193955,2.000022869378261,0.9998235079615855,230000
1315.9613297300168,2.999542221084368,2.0001235749600927,169990
1077.0661305622098,3.0001585178435604,1.0000349890120115,91000
1411.9960667955806,3.00022179175225,2.5002040847889844,156932
1231.9433186054907,2.999980083714723,1.9999334725363298,162500
1434.0704871401338,3.0000286032598322,1.9999473103567835,189000
1305.822668386458,1.9999354870431796,2.0003453253012995,153000
1728.0179361528933,3.9998123403879897,4.000257851298527,188000
2196.537901371851,2.999647109022923,1.9997847073838935,271900
1455.831139752502,2.9999882078137117,3.4999529261254594,189000
898.9828455152497,2.999988936131597,0.9999763763868502,130000
1401.9259696558333,2.0002669806495685,2.0001259499756796,194201
1695.9652961509855,3.000001443992213,1.4999807721795622,143900
1111.0732950252818,2.0003267896367047,1.0001754775544847,116900
1797.1588983423476,3.0003509402857764,2.500058436794106,213500
1555.8332007030278,4.000281456646317,1.5000238738418,154000
1500.0551473939488,2.9993699920477046,2.500156377004208,173900
2263.2003278846005,2.9999801570145377,2.4998367270846624,287000
2002.1878320439307,3.999858025019427,1.999896121402717,145000
1728.026514600645,6.000606877821245,2.000268295183106,142600
1663.2674751424786,2.0000709936509513,1.9999289902711255,256000
1054.1347359261715,2.999880688765828,2.00036398977011,137500
1440.0917815647726,3.999973246984617,4.000067629011782,150000
1927.9227432455173,3.9999283400969348,2.499682996448154,219500
947.907071240487,3.000918584089622,0.9998896817242692,111000
1127.964745179255,2.0000889238744803,1.0001040909350307,118000
2609.87842474646,3.9999396649153733,2.499981513108598,303477
1125.9491431429844,3.0000619939314297,2.5001846227081517,175000
694.0230368134327,2.000159835763981,1.000042879063994,90350
1787.9390099070242,4.999493485245195,2.000298403573872,161500
1141.10216005465,2.9998105266812503,1.5000379747857058,142500
1750.1435602022073,3.000174650113344,1.000015716234987,124000
891.983728047054,2.999854611370799,1.0000343067008926,100000
2633.0812149135236,2.000098730713061,3.4993540471276368,466500
1551.9725646498844,2.999535414510341,1.9999017692505716,212900
1673.95231184241,4.000492793788508,1.999492522280786,185000
2774.527635818663,2.999861155294098,3.4997855568739427,325000
1670.1756664745633,2.9998653850294006,2.00021808686828,240000
951.9565772972245,2.0000362853240228,1.0000595029465835,121000
1552.9134321998522,3.000255320764206,2.5003751428422407,186500
960.0226961147865,0.0,1.4998251492614567,145000
987.0017807107201,1.9999678525117377,1.50015537709573,83000
948.0867789981231,2.9998351379176214,0.9999883234084205,108000
1613.8974209643973,2.999838003709282,1.9997816049050667,221500
2515.28406260772,4.000272676275961,3.999834351532822,200624
1392.1121799198138,3.0000521883449056,2.499740231608402,166000
1522.957526059071,3.000253547391355,2.4999877757041316,180000
1120.8424782181733,1.9993350488560178,1.999706215307266,140000
1963.8425934581487,4.000132324370104,1.4999543385380494,130000
1217.029470566623,2.9998525316524205,3.000103483500464,173000
1040.1980302053155,3.0004877876746088,2.0004437560466894,132250
1436.9771452032655,2.999736518977898,3.0002885869858664,218000
998.8709765923834,3.000087255840053,1.9998182699408518,134500
1674.880229429353,3.0002541354956938,2.4999509181109936,181000
2007.778143551153,3.000066162428104,4.000487183660923,225000
1183.9392375504417,4.999847597955241,1.0000738915471044,81000
784.0314823516976,2.0000936631169877,2.0001039998151597,109500
1733.8304430294556,3.0001225821923105,1.4999538287293293,159000
1797.0532244094102,3.000112565087147,2.500338504785593,213500
925.0637224112555,1.9995825945962795,1.4999123073404015,117500
1127.8872278840372,2.9997649433447595,3.000210376667753,155000
1600.0290574506005,2.9999791265373235,2.5002224968905544,169000
1095.9334875765069,2.0000915373172106,0.9997252495157275,79000
1014.9492773871206,3.0001079210293073,1.0000168706261094,88000
1820.213242540744,3.999853865618795,2.9998201900518477,184000
746.9170827331801,1.0000701325004568,0.9998872902548153,79900
1630.082847788267,3.001177871311931,1.9995831774121002,213000
1525.2630162390885,2.9995340603839895,2.9999095507909437,235000
1763.8994814714588,3.0000988526206718,3.499468989206165,231500
960.0720556000821,8.810715736226134e-05,1.5002334000857758,145000
2260.3229804461926,2.9998155148685557,3.50011375494769,328000
1339.9402034816546,3.0003383136024584,2.0000357181034785,181134
2629.953826682334,4.000267461921903,3.5000343236388387,315000
1987.257489723056,1.9998769541618584,2.999507624039292,301500
1040.0525620444369,3.0000587535741032,2.500173755173772,127000
1117.8365232741028,2.999817334818657,1.9998166364316519,171000
2828.045524846262,4.0010134064661385,4.000270858746543,424870
1719.957808306891,3.0005828004372486,2.499878985745168,196500
869.0761284662708,2.00029453413515,0.999939601937403,85500
1563.9640985903015,2.9997539469362864,2.499687155438393,171000
3194.204569246587,3.999923798757601,2.5000810142570553,359100
1968.7740195653453,2.9998066839213604,2.4995012636785465,190000
1195.8428916285288,2.0001707617124618,1.999888891567685,109900
911.9205029592101,1.9998102166958351,1.0001747363197915,80500
2667.8976313960557,3.000286204144754,3.499718038110551,412500
1340.1356262857616,2.99995665947541,0.9999052953342159,120000
1180.0171508047247,2.0001232872845045,1.0000226508649672,137500
1689.0430785106275,2.9996909417940305,0.9999961859311975,127500
1694.1314149666282,3.0004116184271847,1.9996388885477165,245350
2287.3141898501326,2.9999168051830303,2.0001430324801523,225000
774.003334624821,2.999923034705834,1.0001896412405773,79000
1452.0319126837612,3.0001994142258925,3.5000318391418714,183900
1214.0988401752766,1.9998568966361483,1.999853691486076,140000
1948.9515950206523,3.000454918216576,3.5002107414121375,236000
1052.0445355729937,3.0006242297712116,1.9996511338561445,155000
1068.0621837102037,2.9994276577326366,1.4998709422483831,154500
1523.7706568986928,1.259839544489106e-05,2.5000074913600243,260000
864.0170231183606,1.9996268909797843,1.0001028654379456,127500
1571.9601764719425,3.0000439923852893,2.5000352107416393,168000
1164.0220807227938,2.999824920202096,1.500155756827653,140000
